meas_num_id,meas_id,method_name,method_type,n_blocks,n_aliases
GLOBmeas_358,vibtub_mpoint_ufactor_4,VIBTUB:mpoint:UFactor:4,custom,23,1
GLOBmeas_359,ebullio_ufactor_12,EBULLIO:UFactor:12,custom,22,1
GLOBmeas_360,ebullio_ufactor_3,EBULLIO:UFactor:3,custom,22,2
GLOBmeas_361,potentiometric_titration,potentiometric titration,custom,22,1
GLOBmeas_362,relaxation_calorimetry_ppms,relaxation calorimetry - PPMS,custom,22,1
GLOBmeas_363,adiaca_ufactor_2,ADIACA:UFactor:2,custom,21,1
GLOBmeas_364,closed_cell,Closed cell,custom,21,3
GLOBmeas_365,cooling_curves_method,Cooling curves method,custom,21,1
GLOBmeas_366,drop_microcalorimetry,drop microcalorimetry,custom,21,3
GLOBmeas_367,equal_volume_method,equal volume method,custom,21,3
GLOBmeas_368,proton_nmr,Proton NMR,custom,21,2
GLOBmeas_369,refract,REFRACT,custom,21,1
GLOBmeas_370,rotated_drop_method,rotated drop method,custom,21,1
GLOBmeas_371,chromatography_titration,Chromatography + Titration,custom,20,2
GLOBmeas_372,direct_ufactor_48,DIRECT:UFactor:48,custom,20,1
GLOBmeas_373,high_pressure_microscope,High pressure microscope,custom,20,2
GLOBmeas_374,mp522_conductivity_instrument,MP522 conductivity instrument,custom,20,1
GLOBmeas_375,multiple_techniques,multiple techniques,custom,20,1
GLOBmeas_376,pulse_heating_procedure,pulse heating procedure,custom,20,2
GLOBmeas_377,quantum_design_ppms_relaxation_calorimeter,Quantum Design PPMS relaxation calorimeter,custom,20,1
GLOBmeas_378,spectrsocopy,Spectrsocopy,custom,20,1
GLOBmeas_379,static,Static,custom,20,2
GLOBmeas_380,temperature_programmed_gas_chromatography,Temperature-Programmed Gas Chromatography,custom,20,1
GLOBmeas_381,vacuum_sublimation_drop_microcalorimetry,vacuum sublimation drop microcalorimetry,custom,20,2
GLOBmeas_382,vibrating_tube_densimeter,Vibrating Tube Densimeter,custom,20,4
GLOBmeas_383,visobss_ufactor_48,VISOBSS:UFactor:48,custom,20,1
GLOBmeas_384,volume_mass_measurement_method,volume-mass measurement method,custom,20,1
GLOBmeas_385,ellipsometry,ellipsometry,custom,19,1
GLOBmeas_386,flow_method_with_low_res_time,flow method with low res time,custom,19,1
GLOBmeas_387,gravimetric_and_titration,gravimetric and titration,custom,19,1
GLOBmeas_388,gravimetrically,gravimetrically,custom,19,2
GLOBmeas_389,laser_detecting_system,laser detecting system,custom,19,3
GLOBmeas_390,material_balance,Material Balance,custom,19,2
GLOBmeas_391,mechanical_oscillator,mechanical oscillator,custom,19,1
GLOBmeas_392,titr_ufactor_8,TITR:UFactor:8,custom,19,1
GLOBmeas_393,volume_gas_absorbed,Volume gas absorbed,custom,19,1
GLOBmeas_394,anton_paar_dsa_48,Anton Paar DSA 48,custom,18,1
GLOBmeas_395,anton_paar_gyromat_digital_automatic_polarimeter,Anton Paar Gyromat Digital Automatic Polarimeter,custom,18,1
GLOBmeas_396,bombst_method_bombst,BOMBST:Method:BOMBST,custom,18,1
GLOBmeas_397,ccell_ufactor_32,CCELL:UFactor:32,custom,18,1
GLOBmeas_398,derived,derived,custom,18,2
GLOBmeas_399,dielectrometer,Dielectrometer,custom,18,2
GLOBmeas_400,karl_fischer_titration,Karl Fischer Titration,custom,18,4
GLOBmeas_401,mass_of_residue_in_vacuum_oven,Mass of residue in vacuum oven,custom,18,1
GLOBmeas_402,microcalirimotry,microcalirimotry,custom,18,1
GLOBmeas_403,pycnom_ufactor_3,PYCNOM:UFactor:3,custom,18,2
GLOBmeas_404,spectroscopic,spectroscopic,custom,18,1
GLOBmeas_405,spectroscopy_and_titration,spectroscopy and titration,custom,18,1
GLOBmeas_406,adiaca_ufactor_8,ADIACA:UFactor:8,custom,17,1
GLOBmeas_407,buoyan,BUOYAN,custom,17,1
GLOBmeas_408,chrom_ufactor_3,CHROM:UFactor:3,custom,17,1
GLOBmeas_409,chromatographic_retention_time,Chromatographic retention time,custom,17,1
GLOBmeas_410,concyl_ufactor_16,CONCYL:UFactor:16,custom,17,1
GLOBmeas_411,dip_cell,Dip Cell,custom,17,1
GLOBmeas_412,fit_of_experimental_data,fit of experimental data,custom,17,1
GLOBmeas_413,gas_burette,Gas Burette,custom,17,2
GLOBmeas_414,gas_saturation_method,Gas Saturation Method,custom,17,2
GLOBmeas_415,gravemetric,gravemetric,custom,17,1
GLOBmeas_416,infrared_thermography,Infrared thermography,custom,17,1
GLOBmeas_417,laser_method,laser method,custom,17,2
GLOBmeas_418,mass_balance,mass balance,custom,17,3
GLOBmeas_419,saturation_method,Saturation method,custom,17,2
GLOBmeas_420,spectrophotometric_ninhydrin_method,spectrophotometric ninhydrin method,custom,17,1
GLOBmeas_421,taylor_ufactor_2,TAYLOR:UFactor:2,custom,17,1
GLOBmeas_422,uv_vis_spectrometer,UV-Vis spectrometer,custom,17,5
GLOBmeas_423,uv_visible_spectrophotometer,UV-Visible spectrophotometer,custom,17,3
GLOBmeas_424,visobs_ufactor_12,VISOBS:UFactor:12,custom,17,1
GLOBmeas_425,beer_lambert_s_law,Beer-Lambert's law,custom,16,1
GLOBmeas_426,ccell_ufactor_24,CCELL:UFactor:24,custom,16,1
GLOBmeas_427,determined_from_density_measurements,Determined from density measurements,custom,16,1
GLOBmeas_428,dirobs,DIROBS,custom,16,2
GLOBmeas_429,fischer_boiling_apparatus,Fischer boiling apparatus,custom,16,2
GLOBmeas_430,hnmr,HNMR,custom,16,1
GLOBmeas_431,isoperibol_ufactor_2,ISOPERIBOL:UFactor:2,custom,16,1
GLOBmeas_432,laser_detection_of_cloud_point_temperature,Laser detection of cloud point temperature,custom,16,1
GLOBmeas_433,ldsc_ufactor_0_25,LDSC:UFactor:0.25,custom,16,1
GLOBmeas_434,ldsc_ufactor_0_5,LDSC:UFactor:0.5,custom,16,1
GLOBmeas_435,open_tubular_wall_coated_column_chromatography,open tubular wall-coated column chromatography,custom,16,2
GLOBmeas_436,other_smethod_taylor_dispersion,OTHER::sMethod:Taylor dispersion,custom,16,1
GLOBmeas_437,pycnom_ufactor_12,PYCNOM:UFactor:12,custom,16,2
GLOBmeas_438,spectra_and_the_beer_lambert_law,Spectra and the Beer-Lambert Law,custom,16,1
GLOBmeas_439,tga,TGA,custom,16,1
GLOBmeas_440,time_dependent_absorption_data,time dependent absorption data,custom,16,1
GLOBmeas_441,uv_absorbance,UV absorbance,custom,16,1
GLOBmeas_442,visual_dynamic_method,Visual Dynamic Method,custom,16,2
GLOBmeas_443,visual_observation_of_laser_light,Visual observation of laser light,custom,16,1
GLOBmeas_444,archim,ARCHIM,custom,15,1
GLOBmeas_445,cailletet_apparatus,cailletet apparatus,custom,15,3
GLOBmeas_446,calculated,calculated,custom,15,2
GLOBmeas_447,chemical_analysis_and_spectroscopy,chemical analysis and spectroscopy,custom,15,1
GLOBmeas_448,correlation_gas_chromotography,Correlation Gas Chromotography,custom,15,1
GLOBmeas_449,determined_gravemetrically,determined gravemetrically,custom,15,1
GLOBmeas_450,dipping_type_conductivity_cell,dipping-type conductivity cell,custom,15,1
GLOBmeas_451,hygrometer,hygrometer,custom,15,2
GLOBmeas_452,ils_by_uv_vis_sprectrophotometry_water_gravimetruically_after_freeze_drying_salt_by_mas_balance,ILs by UV-Vis sprectrophotometry; water gravimetruically after freeze drying; salt by mas balance,custom,15,1
GLOBmeas_453,minimum_deviation_angle_method,minimum deviation angle method,custom,15,2
GLOBmeas_454,relaxation_calorimeter,relaxation calorimeter,custom,15,2
GLOBmeas_455,symmetrical_wheatstone_bridge,Symmetrical Wheatstone-bridge,custom,15,2
GLOBmeas_456,thermometriic_2225_precision_solution_calorimeter,Thermometriic 2225 precision solution calorimeter,custom,15,1
GLOBmeas_457,titration_and_chemical_analysis,titration and chemical analysis,custom,15,1
GLOBmeas_458,titration_and_spectrometry,titration and spectrometry,custom,15,1
GLOBmeas_459,uv_spectrometer,UV spectrometer,custom,15,2
GLOBmeas_460,visobs_ufactor_3,VISOBS:UFactor:3,custom,15,1
GLOBmeas_461,abbe_dt_0_01,ABBE:dT:0.01,custom,14,1
GLOBmeas_462,calculated_from_density_temperature_data,Calculated from Density-Temperature Data,custom,14,1
GLOBmeas_463,calculation,Calculation,custom,14,1
GLOBmeas_464,capacitance_measurements_at_1_mhz,capacitance measurements at 1 MHz,custom,14,1
GLOBmeas_465,captub_ufactor_32,CAPTUB:UFactor:32,custom,14,2
GLOBmeas_466,ccell1,CCELL1,custom,14,1
GLOBmeas_467,cloud_point,cloud point,custom,14,2
GLOBmeas_468,fpint_ufactor_12,FPINT:UFactor:12,custom,14,2
GLOBmeas_469,from_the_extended_scaling_equation,from the extended scaling equation,custom,14,1
GLOBmeas_470,headspace_chromatography,Headspace Chromatography,custom,14,2
GLOBmeas_471,headspace_gas_chromatography,headspace gas chromatography,custom,14,2
GLOBmeas_472,high_pressure_cell,High Pressure Cell,custom,14,4
GLOBmeas_473,hygrometer_and_osmometer,hygrometer and osmometer,custom,14,1
GLOBmeas_474,ion_selective_electrode,ion selective electrode,custom,14,2
GLOBmeas_475,modified_transient_plane_source_method,Modified transient plane source method,custom,14,2
GLOBmeas_476,omometer,omometer,custom,14,1
GLOBmeas_477,other_smethod_gravimetric_method,OTHER::sMethod:gravimetric method,custom,14,2
GLOBmeas_478,spectrometry,Spectrometry,custom,14,2
GLOBmeas_479,wilhemy_plate_method,Wilhemy plate method,custom,14,1
GLOBmeas_480,abbe_ufactor_24,ABBE::UFactor:24,custom,13,2
GLOBmeas_481,ccell_ufactor_3,CCELL:UFactor:3,custom,13,1
GLOBmeas_482,chrom_ufactor_32,CHROM:UFactor:32,custom,13,1
GLOBmeas_483,dip_type_immersion_conductivity_cell,dip-type immersion conductivity cell,custom,13,1
GLOBmeas_484,dta_ufactor_4_fp,DTA:UFactor:4:FP,custom,13,1
GLOBmeas_485,fischer_boiling_point_apparatus,Fischer boiling point apparatus,custom,13,2
GLOBmeas_486,gravimetrically_measured,Gravimetrically measured,custom,13,1
GLOBmeas_487,holographic_interferometric_technique,holographic interferometric technique,custom,13,1
GLOBmeas_488,hygrometric_method,hygrometric method,custom,13,2
GLOBmeas_489,inverse_gas_liquid_chromatography,Inverse gas-liquid chromatography,custom,13,1
GLOBmeas_490,magnetic_suspension_balance,magnetic suspension balance,custom,13,2
GLOBmeas_491,mass_and_volume_balance_equations,mass and volume balance equations,custom,13,1
GLOBmeas_492,microcalorimetry,microcalorimetry,custom,13,2
GLOBmeas_493,pna_n5227a_microwave_network_analyzer,PNA-N5227A Microwave Network Analyzer,custom,13,1
GLOBmeas_494,pressure_change_on_dissolution,Pressure change on dissolution,custom,13,2
GLOBmeas_495,pycnom_ufactor_64,PYCNOM:UFactor:64,custom,13,1
GLOBmeas_496,refract_monoch,REFRACT:monoch,custom,13,1
GLOBmeas_497,schott_gerate_viscometer_model_avs_350,Schott-Gerate viscometer model AVS 350,custom,13,1
GLOBmeas_498,shanghai_precision_scientific_instrument_co_ltd_dds_307,"Shanghai Precision & Scientific Instrument Co., LTD (DDS-307)",custom,13,1
GLOBmeas_499,stabinger_viscometer,Stabinger Viscometer,custom,13,3
GLOBmeas_500,statistical_thermodynamic_calculations,Statistical thermodynamic calculations,custom,13,1
GLOBmeas_501,uv_detection,UV detection,custom,13,2
GLOBmeas_502,vibtub_fp_ufactor_4,VIBTUB:FP:UFactor:4,custom,13,1
GLOBmeas_503,visual_polythermal_method,visual polythermal method,custom,13,1
GLOBmeas_504,x,x,custom,13,1
GLOBmeas_505,2_drop_calorimeter,2-drop calorimeter,custom,12,1
GLOBmeas_506,adiaca_ufactor_2_fp,ADIACA:UFactor:2:FP,custom,12,1
GLOBmeas_507,ccell_ufactor_0_5,CCELL:UFactor:0.5,custom,12,1
GLOBmeas_508,change_in_gas_volume,change in gas volume,custom,12,1
GLOBmeas_509,change_in_the_gas_volume,Change in the gas volume,custom,12,1
GLOBmeas_510,commercial_osmometer,commercial osmometer,custom,12,1
GLOBmeas_511,comparative_ebulliometry_circulation_still_and_differential_distillation_method,"comparative ebulliometry, circulation still, and differential distillation method",custom,12,1
GLOBmeas_512,concyl_ufactor_3,CONCYL:UFactor:3,custom,12,1
GLOBmeas_513,decrease_in_pressure_due_to_absorption,Decrease in pressure due to absorption,custom,12,1
GLOBmeas_514,determined_from_solubility_data,Determined from solubility data,custom,12,1
GLOBmeas_515,double_helmholtz_acoustic_resonator,double Helmholtz acoustic resonator,custom,12,1
GLOBmeas_516,equilibrating_pyrene_with_each_solvent_system_by_shaking_the_bottles_in_a_constant_temperature_water_bath_for_at_least_72h_followed_by_a_settling_step_for_the_same_period_of_time,Equilibrating pyrene with each solvent system by shaking the bottles in a constant temperature water bath for at least 72h followed by a settling step for the same period of time,custom,12,1
GLOBmeas_517,flotation_in_ccl4_and_heptane,Flotation in CCl4 and Heptane,custom,12,1
GLOBmeas_518,gas_displacement,gas displacement,custom,12,1
GLOBmeas_519,heat_flow_calorimeter,heat flow calorimeter,custom,12,1
GLOBmeas_520,heat_flux_calorimetry,Heat Flux Calorimetry,custom,12,3
GLOBmeas_521,icp_oes,ICP-OES,custom,12,1
GLOBmeas_522,isochoric_saturation_method,isochoric saturation method,custom,12,3
GLOBmeas_523,isochoric_saturation_technique,isochoric saturation technique,custom,12,1
GLOBmeas_524,mass_balance_method,Mass balance method,custom,12,1
GLOBmeas_525,microcalorimeter,Microcalorimeter,custom,12,2
GLOBmeas_526,pulse_heating_apparatus,Pulse Heating Apparatus,custom,12,1
GLOBmeas_527,quartz_crystal_interferometer_mittal_enterprises_india,"Quartz crystal interferometer (Mittal Enterprises, India)",custom,12,1
GLOBmeas_528,spectrophotometrically,spectrophotometrically,custom,12,1
GLOBmeas_529,taylor_dispersion,Taylor dispersion,custom,12,1
GLOBmeas_530,thermal_gravimetric_analyzer,Thermal Gravimetric Analyzer,custom,12,1
GLOBmeas_531,titration_and_gravimetry,titration and gravimetry,custom,12,1
GLOBmeas_532,titration_gravimetric_determination_and_spectrometry,"titration, gravimetric determination, and spectrometry",custom,12,1
GLOBmeas_533,uv_spectroscopy_and_gravimetry,UV spectroscopy and gravimetry,custom,12,1
GLOBmeas_534,visual_observation_in_variable_volume_cell,Visual Observation in Variable Volume Cell,custom,12,1
GLOBmeas_535,ac_method,AC method,custom,11,2
GLOBmeas_536,dielectric_analyzer,dielectric analyzer,custom,11,1
GLOBmeas_537,direct_ufactor_4,DIRECT:UFactor:4,custom,11,2
GLOBmeas_538,dsc_with_pressure_shift,DSC with Pressure Shift,custom,11,1
GLOBmeas_539,ebullio_ufactor_24,EBULLIO:UFactor:24,custom,11,1
GLOBmeas_540,gas_purge_method,gas purge method,custom,11,1
GLOBmeas_541,gravimetric_high_pressure_analysis,gravimetric high pressure analysis,custom,11,1
GLOBmeas_542,gravimetry_hplc_and_titration,"gravimetry, HPLC, and titration",custom,11,1
GLOBmeas_543,headspace_analysis,headspace analysis,custom,11,1
GLOBmeas_544,isothermal_solution_saturation_method,isothermal solution saturation method,custom,11,3
GLOBmeas_545,knauer_k_7000_vapour_pressure_osmometer,Knauer K-7000 vapour pressure osmometer,custom,11,1
GLOBmeas_546,laser_monitering_observation,Laser Monitering Observation,custom,11,2
GLOBmeas_547,laser_observation,Laser Observation,custom,11,1
GLOBmeas_548,lsta_ufactor_2,LSTA:UFactor:2,custom,11,1
GLOBmeas_549,manom_ufactor_2,MANOM:UFactor:2,custom,11,1
GLOBmeas_550,mass_after_drying,mass after drying,custom,11,2
GLOBmeas_551,minimum_deviation_technique,Minimum deviation technique,custom,11,2
GLOBmeas_552,minimum_deviations_angle,Minimum deviations angle,custom,11,2
GLOBmeas_553,other_smethod_beer_s_law,OTHER::sMethod:Beer's Law,custom,11,1
GLOBmeas_554,other_smethod_dsc,OTHER::sMethod:DSC,custom,11,1
GLOBmeas_555,other_sssmethod_visual,OTHER:sssMethod:visual,custom,11,1
GLOBmeas_556,pulseh_ufactor_0_5,PULSEH:UFactor:0.5,custom,11,1
GLOBmeas_557,pycnom_airbuo_ufactor_4,PYCNOM:airbuo:UFactor:4,custom,11,1
GLOBmeas_558,transpir_ufactor_2_dpv_2,TRANSPIR:UFactor:2:dPV:2%,custom,11,1
GLOBmeas_559,vibwir_ufactor_2,VIBWIR:UFactor:2,custom,11,2
GLOBmeas_560,visual_detection_method,Visual Detection Method,custom,11,1
GLOBmeas_561,xdsc_ufactor_0_5,XDSC:UFactor:0.5,custom,11,1
GLOBmeas_562,calvet_ufactor_8,CALVET:UFactor:8,custom,10,1
GLOBmeas_563,capacitive_measurement_method,capacitive measurement method,custom,10,1
GLOBmeas_564,controlled_strain_rheometer_ares_rfs_ta_instruments,"controlled-strain rheometer (ARES-RFS, TA Instruments)",custom,10,1
GLOBmeas_565,density_variation,Density Variation,custom,10,1
GLOBmeas_566,derived_from_vapor_pressure_measurement,Derived from vapor pressure measurement,custom,10,1
GLOBmeas_567,dielectric_constant_meter,dielectric constant meter,custom,10,2
GLOBmeas_568,digital_conductivity_meter,Digital conductivity meter,custom,10,3
GLOBmeas_569,dropv_ufactor_4,DROPV:UFactor:4,custom,10,2
GLOBmeas_570,dsc_ufactor_4,DSC:UFactor:4,custom,10,1
GLOBmeas_571,dta_ufactor_8,DTA:UFactor:8,custom,10,1
GLOBmeas_572,flame_photometer,flame photometer,custom,10,1
GLOBmeas_573,fpint_ufactor_3,FPINT:UFactor:3,custom,10,2
GLOBmeas_574,fpint_ufactor_6,FPINT:UFactor:6,custom,10,2
GLOBmeas_575,headspace_solid_phase_microextraction,Headspace solid phase microextraction,custom,10,2
GLOBmeas_576,isothermal_dissolution,isothermal dissolution,custom,10,1
GLOBmeas_577,isothermal_solution_method,isothermal solution method,custom,10,1
GLOBmeas_578,k2cr2o7_oxidation,K2Cr2O7 oxidation,custom,10,1
GLOBmeas_579,laser_beam_intensity_method,laser beam intensity method,custom,10,1
GLOBmeas_580,linear_displacement,linear displacement,custom,10,1
GLOBmeas_581,lvpai_ufactor_32,LVPAI::UFactor:32,custom,10,2
GLOBmeas_582,minimum_deviation_angle,minimum deviation angle,custom,10,1
GLOBmeas_583,minimum_deviation_method,minimum deviation method,custom,10,1
GLOBmeas_584,one_component_added_until_temperature_minimum_was_detected_for_melting,One component added until temperature minimum was detected for melting,custom,10,1
GLOBmeas_585,residual_mass_after_drying,residual mass after drying,custom,10,2
GLOBmeas_586,spectrometer,Spectrometer,custom,10,2
GLOBmeas_587,spectrophotometry_method,spectrophotometry method,custom,10,1
GLOBmeas_588,spectrphotometric_method,spectrphotometric method,custom,10,1
GLOBmeas_589,survismeter,Survismeter,custom,10,1
GLOBmeas_590,titration_and_gravimetric,titration and gravimetric,custom,10,1
GLOBmeas_591,titration_gravimetry_and_ion_chromatography,"titration, gravimetry, and ion chromatography",custom,10,1
GLOBmeas_592,unreported_measurement_method,?,custom,10,1
GLOBmeas_593,uv_absorbances,UV absorbances,custom,10,1
GLOBmeas_594,uv_vis,UV-Vis,custom,10,4
GLOBmeas_595,uv_vis_spectrometry,UV-vis spectrometry,custom,10,2
GLOBmeas_596,vibtub_dt_0_01,VIBTUB:dT:0.01,custom,10,1
GLOBmeas_597,wayne_kerr_model_6425b_digibridge,Wayne Kerr model 6425B Digibridge,custom,10,1
GLOBmeas_598,abbe_ufactor_3,ABBE:UFactor:3,custom,9,2
GLOBmeas_599,arm_rule,arm rule,custom,9,1
GLOBmeas_600,buoyan_ufactor_32,BUOYAN:UFactor:32,custom,9,1
GLOBmeas_601,calvet_ufactor_0_5,CALVET:UFactor:0.5,custom,9,1
GLOBmeas_602,captub_ufactor_10,CAPTUB:UFactor:10,custom,9,2
GLOBmeas_603,ccell_ufactor_12,CCELL:UFactor:12,custom,9,1
GLOBmeas_604,density,density,custom,9,1
GLOBmeas_605,derived_from_isothermal_titration_calorimetry_data,derived from isothermal titration calorimetry data,custom,9,2
GLOBmeas_606,digital_holographic_interferometry,digital holographic interferometry,custom,9,1
GLOBmeas_607,dual_vibrating_plate_viscometer_aandd_co_ltd_model_sv_10,"dual vibrating plate viscometer, AandD Co. Ltd Model SV-10",custom,9,1
GLOBmeas_608,fpint_wf,FPINT:WF = ,custom,9,1
GLOBmeas_609,ft_ir,FT-IR,custom,9,1
GLOBmeas_610,gas_absorption_technique,Gas absorption technique,custom,9,1
GLOBmeas_611,h_nmr,H NMR,custom,9,1
GLOBmeas_612,h_nmr_spectroscopy,H NMR spectroscopy,custom,9,1
GLOBmeas_613,high_precision_drop_calorimeter,High-precision drop calorimeter,custom,9,1
GLOBmeas_614,high_precision_dsc,High precision DSC,custom,9,3
GLOBmeas_615,hotw_elcondl,HOTW:elcondl,custom,9,1
GLOBmeas_616,isoperibol_calorimeter,Isoperibol calorimeter,custom,9,2
GLOBmeas_617,knudsen,Knudsen,custom,9,1
GLOBmeas_618,knudsen_flow,KNUDSEN:flow,custom,9,1
GLOBmeas_619,laser_light,Laser light,custom,9,2
GLOBmeas_620,laser_light_scattering,laser light scattering,custom,9,1
GLOBmeas_621,ldsc_ufactor_0_2,LDSC:UFactor:0.2,custom,9,1
GLOBmeas_622,light_scattering,light scattering,custom,9,3
GLOBmeas_623,lvpai_ufactor_12,LVPAI:UFactor:12,custom,9,2
GLOBmeas_624,mass_difference,Mass Difference,custom,9,1
GLOBmeas_625,minimum_deviation,Minimum Deviation,custom,9,2
GLOBmeas_626,minimum_deviation_angle_technique,minimum deviation angle technique,custom,9,2
GLOBmeas_627,modulated_temperature_differential_scanning_calorimetry_mdsc,modulated-temperature differential scanning calorimetry MDSC,custom,9,1
GLOBmeas_628,other_method_other_smethod_solution_calorimetry,OTHER:Method:OTHER:sMethod:Solution calorimetry,custom,9,1
GLOBmeas_629,other_ufactor_2_smethod_interferometer_belen_model_ui_751,OTHER:UFactor:2:sMethod:interferometer Belen model UI-751,custom,9,2
GLOBmeas_630,polythermal_methed,polythermal methed,custom,9,1
GLOBmeas_631,potentiometry,potentiometry,custom,9,2
GLOBmeas_632,pressure_change,Pressure Change,custom,9,3
GLOBmeas_633,pressure_difference,Pressure Difference,custom,9,3
GLOBmeas_634,static_analytical_method,static analytical method,custom,9,2
GLOBmeas_635,taylor_ufactor_4,TAYLOR:UFactor:4,custom,9,1
GLOBmeas_636,tian_calvet_calorimiter_setaram_microdsc_iiia,Tian-Calvet Calorimiter; Setaram microDSC IIIa,custom,9,1
